1218084.BBJK01000057_gene4392,lolA,Outer-membrane&nbsp;lipoprotein&nbsp;carrier&nbsp;protein,98.9
1218084.BBJK01000050_gene4081,BBJK01000050_gene4081,LPS-assembly&nbsp;protein&nbsp;LptD,73.5
1218084.BBJK01000095_gene6170,BBJK01000095_gene6170,annotation&nbsp;not&nbsp;available,73.5
1218084.BBJK01000110_gene6696,BBJK01000110_gene6696,annotation&nbsp;not&nbsp;available,73.5
1218084.BBJK01000017_gene1921,BBJK01000017_gene1921,annotation&nbsp;not&nbsp;available,73.5
1218084.BBJK01000031_gene2887,BBJK01000031_gene2887,annotation&nbsp;not&nbsp;available,73.5
1218084.BBJK01000039_gene3661,BBJK01000039_gene3661,annotation&nbsp;not&nbsp;available,73.5
1218084.BBJK01000142_gene7365,BBJK01000142_gene7365,annotation&nbsp;not&nbsp;available,73.5
1218084.BBJK01000163_gene7751,rplJ,50S&nbsp;ribosomal&nbsp;protein&nbsp;L10,73.4
1218084.BBJK01000103_gene6491,rplV,50S&nbsp;ribosomal&nbsp;protein&nbsp;L22,73.4
1218084.BBJK01000095_gene6187,BBJK01000095_gene6187,annotation&nbsp;not&nbsp;available,73.4
1218084.BBJK01000149_gene7537,BBJK01000149_gene7537,Sensor&nbsp;protein,73.4
1218084.BBJK01000020_gene2100,BBJK01000020_gene2100,Spermidine/putrescine&nbsp;import&nbsp;ATP-binding&nbsp;protein&nbsp;PotA,73.4
1218084.BBJK01000016_gene1770,BBJK01000016_gene1770,annotation&nbsp;not&nbsp;available,73.4
1218084.BBJK01000076_gene5278,ahpD,Alkyl&nbsp;hydroperoxide&nbsp;reductase&nbsp;AhpD,73.4
1218084.BBJK01000130_gene7132,BBJK01000130_gene7132,annotation&nbsp;not&nbsp;available,73.4
1218084.BBJK01000023_gene2364,BBJK01000023_gene2364,annotation&nbsp;not&nbsp;available,73.3
1218084.BBJK01000110_gene6683,BBJK01000110_gene6683,annotation&nbsp;not&nbsp;available,73.3
1218084.BBJK01000015_gene1586,BBJK01000015_gene1586,annotation&nbsp;not&nbsp;available,73.3
1218084.BBJK01000043_gene3829,BBJK01000043_gene3829,annotation&nbsp;not&nbsp;available,73.3
1218084.BBJK01000104_gene6499,BBJK01000104_gene6499,annotation&nbsp;not&nbsp;available,73.3
1218084.BBJK01000003_gene361,BBJK01000003_gene361,annotation&nbsp;not&nbsp;available,73.2
1218084.BBJK01000055_gene4263,parE,DNA&nbsp;topoisomerase&nbsp;4&nbsp;subunit&nbsp;B,73.2
1218084.BBJK01000072_gene5039,BBJK01000072_gene5039,annotation&nbsp;not&nbsp;available,73.2
1218084.BBJK01000057_gene4401,BBJK01000057_gene4401,annotation&nbsp;not&nbsp;available,73.2
1218084.BBJK01000003_gene333,BBJK01000003_gene333,annotation&nbsp;not&nbsp;available,73.2
1218084.BBJK01000008_gene1203,BBJK01000008_gene1203,annotation&nbsp;not&nbsp;available,73.2
1218084.BBJK01000059_gene4570,BBJK01000059_gene4570,annotation&nbsp;not&nbsp;available,73.2
1218084.BBJK01000015_gene1511,BBJK01000015_gene1511,annotation&nbsp;not&nbsp;available,73.2
1218084.BBJK01000012_gene1302,BBJK01000012_gene1302,annotation&nbsp;not&nbsp;available,73.2
1218084.BBJK01000198_gene8106,BBJK01000198_gene8106,annotation&nbsp;not&nbsp;available,73.1
1218084.BBJK01000149_gene7534,BBJK01000149_gene7534,annotation&nbsp;not&nbsp;available,73.1
1218084.BBJK01000006_gene717,BBJK01000006_gene717,annotation&nbsp;not&nbsp;available,73.1
1218084.BBJK01000059_gene4517,BBJK01000059_gene4517,annotation&nbsp;not&nbsp;available,73.1
1218084.BBJK01000173_gene7897,BBJK01000173_gene7897,annotation&nbsp;not&nbsp;available,73.1
1218084.BBJK01000028_gene2690,BBJK01000028_gene2690,annotation&nbsp;not&nbsp;available,73.1
1218084.BBJK01000007_gene989,BBJK01000007_gene989,annotation&nbsp;not&nbsp;available,73.1
1218084.BBJK01000093_gene6047,cca,Multifunctional&nbsp;CCA&nbsp;protein,73.1
1218084.BBJK01000002_gene99,BBJK01000002_gene99,annotation&nbsp;not&nbsp;available,73.0
1218084.BBJK01000037_gene3478,BBJK01000037_gene3478,annotation&nbsp;not&nbsp;available,73.0
1218084.BBJK01000133_gene7184,BBJK01000133_gene7184,annotation&nbsp;not&nbsp;available,73.0
1218084.BBJK01000007_gene1062,BBJK01000007_gene1062,annotation&nbsp;not&nbsp;available,73.0
1218084.BBJK01000015_gene1593,BBJK01000015_gene1593,annotation&nbsp;not&nbsp;available,73.0
1218084.BBJK01000142_gene7373,BBJK01000142_gene7373,annotation&nbsp;not&nbsp;available,73.0
1218084.BBJK01000064_gene4792,BBJK01000064_gene4792,annotation&nbsp;not&nbsp;available,73.0
1218084.BBJK01000031_gene2974,BBJK01000031_gene2974,annotation&nbsp;not&nbsp;available,73.0
1218084.BBJK01000179_gene7968,BBJK01000179_gene7968,annotation&nbsp;not&nbsp;available,72.9
1218084.BBJK01000135_gene7223,BBJK01000135_gene7223,annotation&nbsp;not&nbsp;available,72.9
1218084.BBJK01000090_gene5986,BBJK01000090_gene5986,annotation&nbsp;not&nbsp;available,72.9
1218084.BBJK01000128_gene7103,BBJK01000128_gene7103,annotation&nbsp;not&nbsp;available,72.9
1218084.BBJK01000103_gene6497,rpsJ,30S&nbsp;ribosomal&nbsp;protein&nbsp;S10,72.9
1218084.BBJK01000058_gene4463,BBJK01000058_gene4463,annotation&nbsp;not&nbsp;available,72.9
1218084.BBJK01000002_gene255,BBJK01000002_gene255,annotation&nbsp;not&nbsp;available,72.9
1218084.BBJK01000020_gene2144,BBJK01000020_gene2144,annotation&nbsp;not&nbsp;available,72.8
1218084.BBJK01000112_gene6706,BBJK01000112_gene6706,annotation&nbsp;not&nbsp;available,72.8
1218084.BBJK01000007_gene1100,BBJK01000007_gene1100,annotation&nbsp;not&nbsp;available,72.8
1218084.BBJK01000208_gene8156,mdh,Malate&nbsp;dehydrogenase,72.8
1218084.BBJK01000028_gene2679,BBJK01000028_gene2679,annotation&nbsp;not&nbsp;available,72.8
1218084.BBJK01000029_gene2797,BBJK01000029_gene2797,annotation&nbsp;not&nbsp;available,72.8
1218084.BBJK01000141_gene7324,fliQ,Flagellar&nbsp;biosynthetic&nbsp;protein&nbsp;FliQ,72.8
1218084.BBJK01000059_gene4583,BBJK01000059_gene4583,annotation&nbsp;not&nbsp;available,72.8
1218084.BBJK01000025_gene2502,BBJK01000025_gene2502,Pseudouridine&nbsp;synthase,72.8
1218084.BBJK01000117_gene6824,BBJK01000117_gene6824,annotation&nbsp;not&nbsp;available,72.8
1218084.BBJK01000033_gene3169,BBJK01000033_gene3169,annotation&nbsp;not&nbsp;available,72.7
1218084.BBJK01000128_gene7091,BBJK01000128_gene7091,annotation&nbsp;not&nbsp;available,72.7
1218084.BBJK01000006_gene874,BBJK01000006_gene874,annotation&nbsp;not&nbsp;available,72.7
1218084.BBJK01000037_gene3508,BBJK01000037_gene3508,annotation&nbsp;not&nbsp;available,72.7
1218084.BBJK01000086_gene5809,BBJK01000086_gene5809,annotation&nbsp;not&nbsp;available,72.7
1218084.BBJK01000211_gene8162,BBJK01000211_gene8162,annotation&nbsp;not&nbsp;available,72.7
1218084.BBJK01000064_gene4800,BBJK01000064_gene4800,annotation&nbsp;not&nbsp;available,72.6
1218084.BBJK01000156_gene7681,BBJK01000156_gene7681,annotation&nbsp;not&nbsp;available,72.6
1218084.BBJK01000125_gene7048,BBJK01000125_gene7048,annotation&nbsp;not&nbsp;available,72.6
1218084.BBJK01000034_gene3285,BBJK01000034_gene3285,annotation&nbsp;not&nbsp;available,72.6
1218084.BBJK01000199_gene8109,BBJK01000199_gene8109,annotation&nbsp;not&nbsp;available,72.6
1218084.BBJK01000006_gene781,BBJK01000006_gene781,annotation&nbsp;not&nbsp;available,72.5
1218084.BBJK01000243_gene8206,BBJK01000243_gene8206,annotation&nbsp;not&nbsp;available,72.5
1218084.BBJK01000021_gene2210,BBJK01000021_gene2210,annotation&nbsp;not&nbsp;available,72.5
1218084.BBJK01000123_gene6990,BBJK01000123_gene6990,annotation&nbsp;not&nbsp;available,72.5
1218084.BBJK01000034_gene3208,BBJK01000034_gene3208,annotation&nbsp;not&nbsp;available,72.5
1218084.BBJK01000058_gene4478,BBJK01000058_gene4478,annotation&nbsp;not&nbsp;available,72.5
1218084.BBJK01000072_gene5066,BBJK01000072_gene5066,annotation&nbsp;not&nbsp;available,72.5
1218084.BBJK01000112_gene6708,BBJK01000112_gene6708,annotation&nbsp;not&nbsp;available,72.5
1218084.BBJK01000075_gene5230,BBJK01000075_gene5230,annotation&nbsp;not&nbsp;available,72.5
1218084.BBJK01000044_gene3868,BBJK01000044_gene3868,annotation&nbsp;not&nbsp;available,72.5
1218084.BBJK01000060_gene4600,BBJK01000060_gene4600,annotation&nbsp;not&nbsp;available,72.4
1218084.BBJK01000061_gene4697,BBJK01000061_gene4697,annotation&nbsp;not&nbsp;available,72.4
1218084.BBJK01000154_gene7654,BBJK01000154_gene7654,annotation&nbsp;not&nbsp;available,72.4
1218084.BBJK01000006_gene859,BBJK01000006_gene859,annotation&nbsp;not&nbsp;available,72.4
1218084.BBJK01000093_gene6045,BBJK01000093_gene6045,annotation&nbsp;not&nbsp;available,72.4
1218084.BBJK01000003_gene430,BBJK01000003_gene430,annotation&nbsp;not&nbsp;available,72.3
1218084.BBJK01000023_gene2428,BBJK01000023_gene2428,annotation&nbsp;not&nbsp;available,72.3
1218084.BBJK01000002_gene88,BBJK01000002_gene88,annotation&nbsp;not&nbsp;available,72.3
1218084.BBJK01000002_gene180,BBJK01000002_gene180,annotation&nbsp;not&nbsp;available,72.3
1218084.BBJK01000090_gene5969,hisI,Phosphoribosyl-AMP&nbsp;cyclohydrolase,72.3
1218084.BBJK01000115_gene6767,BBJK01000115_gene6767,annotation&nbsp;not&nbsp;available,72.3
1218084.BBJK01000007_gene915,BBJK01000007_gene915,annotation&nbsp;not&nbsp;available,72.3
1218084.BBJK01000046_gene3973,BBJK01000046_gene3973,annotation&nbsp;not&nbsp;available,72.3
1218084.BBJK01000007_gene1039,BBJK01000007_gene1039,annotation&nbsp;not&nbsp;available,72.3
1218084.BBJK01000066_gene4947,BBJK01000066_gene4947,annotation&nbsp;not&nbsp;available,72.2
1218084.BBJK01000013_gene1390,BBJK01000013_gene1390,annotation&nbsp;not&nbsp;available,72.2
1218084.BBJK01000013_gene1354,glnQ,annotation&nbsp;not&nbsp;available,72.2
1218084.BBJK01000170_gene7848,BBJK01000170_gene7848,Sulfate&nbsp;adenylyltransferase&nbsp;subunit&nbsp;1,72.2
1218084.BBJK01000017_gene1932,BBJK01000017_gene1932,annotation&nbsp;not&nbsp;available,72.2
1218084.BBJK01000018_gene1970,BBJK01000018_gene1970,annotation&nbsp;not&nbsp;available,72.2
1218084.BBJK01000021_gene2172,BBJK01000021_gene2172,annotation&nbsp;not&nbsp;available,72.2
1218084.BBJK01000023_gene2385,BBJK01000023_gene2385,annotation&nbsp;not&nbsp;available,72.1
1218084.BBJK01000050_gene4074,BBJK01000050_gene4074,2-dehydropantoate&nbsp;2-reductase,72.1
1218084.BBJK01000021_gene2224,BBJK01000021_gene2224,annotation&nbsp;not&nbsp;available,72.1
1218084.BBJK01000120_gene6883,BBJK01000120_gene6883,annotation&nbsp;not&nbsp;available,72.1
1218084.BBJK01000180_gene7976,BBJK01000180_gene7976,annotation&nbsp;not&nbsp;available,72.1
1218084.BBJK01000003_gene406,BBJK01000003_gene406,annotation&nbsp;not&nbsp;available,72.1
1218084.BBJK01000006_gene826,BBJK01000006_gene826,annotation&nbsp;not&nbsp;available,72.1
1218084.BBJK01000083_gene5676,BBJK01000083_gene5676,annotation&nbsp;not&nbsp;available,72.1
1218084.BBJK01000173_gene7898,BBJK01000173_gene7898,annotation&nbsp;not&nbsp;available,72.1
1218084.BBJK01000103_gene6476,secY,Protein&nbsp;translocase&nbsp;subunit&nbsp;SecY,72.1
1218084.BBJK01000160_gene7725,BBJK01000160_gene7725,annotation&nbsp;not&nbsp;available,72.1
1218084.BBJK01000093_gene6077,BBJK01000093_gene6077,N-acetyl-gamma-glutamyl-phosphate&nbsp;reductase,72.1
1218084.BBJK01000097_gene6209,BBJK01000097_gene6209,annotation&nbsp;not&nbsp;available,72.1
1218084.BBJK01000039_gene3636,BBJK01000039_gene3636,annotation&nbsp;not&nbsp;available,72.1
1218084.BBJK01000128_gene7105,BBJK01000128_gene7105,annotation&nbsp;not&nbsp;available,72.0
1218084.BBJK01000030_gene2836,BBJK01000030_gene2836,annotation&nbsp;not&nbsp;available,72.0
1218084.BBJK01000155_gene7661,BBJK01000155_gene7661,annotation&nbsp;not&nbsp;available,72.0
1218084.BBJK01000102_gene6390,gyrA,DNA&nbsp;gyrase&nbsp;subunit&nbsp;A,72.0
1218084.BBJK01000003_gene476,BBJK01000003_gene476,annotation&nbsp;not&nbsp;available,72.0
1218084.BBJK01000082_gene5615,BBJK01000082_gene5615,annotation&nbsp;not&nbsp;available,72.0
1218084.BBJK01000020_gene2145,aceK,Isocitrate&nbsp;dehydrogenase&nbsp;kinase/phosphatase,72.0
1218084.BBJK01000105_gene6535,BBJK01000105_gene6535,annotation&nbsp;not&nbsp;available,71.9
1218084.BBJK01000210_gene8160,BBJK01000210_gene8160,annotation&nbsp;not&nbsp;available,71.9
1218084.BBJK01000160_gene7730,ureF,Urease&nbsp;accessory&nbsp;protein&nbsp;UreF,71.9
1218084.BBJK01000127_gene7084,BBJK01000127_gene7084,annotation&nbsp;not&nbsp;available,71.9
1218084.BBJK01000043_gene3836,BBJK01000043_gene3836,annotation&nbsp;not&nbsp;available,71.9
1218084.BBJK01000007_gene1045,BBJK01000007_gene1045,annotation&nbsp;not&nbsp;available,71.9
1218084.BBJK01000124_gene7021,BBJK01000124_gene7021,annotation&nbsp;not&nbsp;available,71.9
1218084.BBJK01000099_gene6254,BBJK01000099_gene6254,annotation&nbsp;not&nbsp;available,71.9
1218084.BBJK01000017_gene1933,BBJK01000017_gene1933,annotation&nbsp;not&nbsp;available,71.9
1218084.BBJK01000055_gene4295,BBJK01000055_gene4295,annotation&nbsp;not&nbsp;available,71.9
1218084.BBJK01000155_gene7670,BBJK01000155_gene7670,annotation&nbsp;not&nbsp;available,71.9
1218084.BBJK01000091_gene6027,betB,NAD/NADP-dependent&nbsp;betaine&nbsp;aldehyde&nbsp;dehydrogenase,71.9
1218084.BBJK01000034_gene3203,BBJK01000034_gene3203,annotation&nbsp;not&nbsp;available,71.9
1218084.BBJK01000043_gene3846,BBJK01000043_gene3846,annotation&nbsp;not&nbsp;available,71.8
1218084.BBJK01000176_gene7937,kynB,Kynurenine&nbsp;formamidase,71.8
1218084.BBJK01000006_gene720,BBJK01000006_gene720,annotation&nbsp;not&nbsp;available,71.8
1218084.BBJK01000094_gene6142,BBJK01000094_gene6142,annotation&nbsp;not&nbsp;available,71.8
1218084.BBJK01000057_gene4326,BBJK01000057_gene4326,annotation&nbsp;not&nbsp;available,71.8
1218084.BBJK01000060_gene4615,BBJK01000060_gene4615,annotation&nbsp;not&nbsp;available,71.8
1218084.BBJK01000017_gene1844,BBJK01000017_gene1844,annotation&nbsp;not&nbsp;available,71.8
1218084.BBJK01000103_gene6465,BBJK01000103_gene6465,annotation&nbsp;not&nbsp;available,71.8
1218084.BBJK01000089_gene5920,BBJK01000089_gene5920,annotation&nbsp;not&nbsp;available,71.8
1218084.BBJK01000004_gene623,BBJK01000004_gene623,annotation&nbsp;not&nbsp;available,71.8
1218084.BBJK01000137_gene7285,BBJK01000137_gene7285,annotation&nbsp;not&nbsp;available,71.7
1218084.BBJK01000019_gene2023,BBJK01000019_gene2023,RNA&nbsp;polymerase&nbsp;sigma-54&nbsp;factor,71.7
1218084.BBJK01000143_gene7410,BBJK01000143_gene7410,annotation&nbsp;not&nbsp;available,71.7
1218084.BBJK01000004_gene633,BBJK01000004_gene633,annotation&nbsp;not&nbsp;available,71.7
1218084.BBJK01000036_gene3354,BBJK01000036_gene3354,annotation&nbsp;not&nbsp;available,71.7
1218084.BBJK01000003_gene516,BBJK01000003_gene516,annotation&nbsp;not&nbsp;available,71.7
1218084.BBJK01000090_gene5961,BBJK01000090_gene5961,annotation&nbsp;not&nbsp;available,71.7
1218084.BBJK01000104_gene6525,BBJK01000104_gene6525,annotation&nbsp;not&nbsp;available,71.7
1218084.BBJK01000085_gene5752,minE,Cell&nbsp;division&nbsp;topological&nbsp;specificity&nbsp;factor,71.6
1218084.BBJK01000131_gene7178,BBJK01000131_gene7178,annotation&nbsp;not&nbsp;available,71.6
1218084.BBJK01000036_gene3361,BBJK01000036_gene3361,annotation&nbsp;not&nbsp;available,71.6
1218084.BBJK01000099_gene6257,BBJK01000099_gene6257,annotation&nbsp;not&nbsp;available,71.6
1218084.BBJK01000032_gene3110,BBJK01000032_gene3110,annotation&nbsp;not&nbsp;available,71.6
1218084.BBJK01000083_gene5681,BBJK01000083_gene5681,annotation&nbsp;not&nbsp;available,71.6
1218084.BBJK01000089_gene5877,BBJK01000089_gene5877,annotation&nbsp;not&nbsp;available,71.6
1218084.BBJK01000116_gene6805,metG,Methionine--tRNA&nbsp;ligase,71.6
1218084.BBJK01000010_gene1256,BBJK01000010_gene1256,annotation&nbsp;not&nbsp;available,71.6
1218084.BBJK01000105_gene6558,BBJK01000105_gene6558,annotation&nbsp;not&nbsp;available,71.6
1218084.BBJK01000004_gene566,BBJK01000004_gene566,annotation&nbsp;not&nbsp;available,71.6
1218084.BBJK01000057_gene4395,BBJK01000057_gene4395,annotation&nbsp;not&nbsp;available,71.5
1218084.BBJK01000099_gene6249,BBJK01000099_gene6249,annotation&nbsp;not&nbsp;available,71.5
1218084.BBJK01000125_gene7022,BBJK01000125_gene7022,annotation&nbsp;not&nbsp;available,71.5
1218084.BBJK01000026_gene2609,BBJK01000026_gene2609,annotation&nbsp;not&nbsp;available,71.5
1218084.BBJK01000027_gene2615,BBJK01000027_gene2615,annotation&nbsp;not&nbsp;available,71.5
1218084.BBJK01000006_gene707,argB,Acetylglutamate&nbsp;kinase,71.5
1218084.BBJK01000003_gene456,benD,annotation&nbsp;not&nbsp;available,71.5
1218084.BBJK01000032_gene3142,BBJK01000032_gene3142,annotation&nbsp;not&nbsp;available,71.5
1218084.BBJK01000039_gene3663,BBJK01000039_gene3663,annotation&nbsp;not&nbsp;available,71.5
1218084.BBJK01000083_gene5644,pcnB,Poly(A)&nbsp;polymerase&nbsp;I,71.4
1218084.BBJK01000032_gene3061,coaE,Dephospho-CoA&nbsp;kinase,71.4
1218084.BBJK01000008_gene1180,BBJK01000008_gene1180,annotation&nbsp;not&nbsp;available,71.4
1218084.BBJK01000027_gene2646,BBJK01000027_gene2646,annotation&nbsp;not&nbsp;available,71.4
1218084.BBJK01000093_gene6084,BBJK01000093_gene6084,annotation&nbsp;not&nbsp;available,71.4
1218084.BBJK01000006_gene839,atpH,ATP&nbsp;synthase&nbsp;subunit&nbsp;delta,71.4
1218084.BBJK01000003_gene492,lldD,annotation&nbsp;not&nbsp;available,71.3
1218084.BBJK01000013_gene1369,BBJK01000013_gene1369,annotation&nbsp;not&nbsp;available,71.3
1218084.BBJK01000015_gene1526,BBJK01000015_gene1526,annotation&nbsp;not&nbsp;available,71.3
1218084.BBJK01000015_gene1577,BBJK01000015_gene1577,annotation&nbsp;not&nbsp;available,71.3
1218084.BBJK01000003_gene408,BBJK01000003_gene408,annotation&nbsp;not&nbsp;available,71.3
1218084.BBJK01000019_gene2071,BBJK01000019_gene2071,annotation&nbsp;not&nbsp;available,71.3
1218084.BBJK01000125_gene7025,BBJK01000125_gene7025,annotation&nbsp;not&nbsp;available,71.2
1218084.BBJK01000131_gene7157,BBJK01000131_gene7157,annotation&nbsp;not&nbsp;available,71.2
1218084.BBJK01000123_gene6988,BBJK01000123_gene6988,annotation&nbsp;not&nbsp;available,71.2
1218084.BBJK01000064_gene4801,aroC,Chorismate&nbsp;synthase,71.2
1218084.BBJK01000102_gene6403,BBJK01000102_gene6403,annotation&nbsp;not&nbsp;available,71.2
1218084.BBJK01000148_gene7510,BBJK01000148_gene7510,annotation&nbsp;not&nbsp;available,71.2
1218084.BBJK01000167_gene7814,BBJK01000167_gene7814,annotation&nbsp;not&nbsp;available,71.2
1218084.BBJK01000171_gene7866,BBJK01000171_gene7866,annotation&nbsp;not&nbsp;available,71.2
1218084.BBJK01000006_gene868,BBJK01000006_gene868,annotation&nbsp;not&nbsp;available,71.2
1218084.BBJK01000148_gene7506,BBJK01000148_gene7506,annotation&nbsp;not&nbsp;available,71.2
1218084.BBJK01000028_gene2704,BBJK01000028_gene2704,annotation&nbsp;not&nbsp;available,71.1
1218084.BBJK01000137_gene7268,asd,Aspartate-semialdehyde&nbsp;dehydrogenase,71.1
1218084.BBJK01000016_gene1659,BBJK01000016_gene1659,annotation&nbsp;not&nbsp;available,71.1
1218084.BBJK01000019_gene2055,BBJK01000019_gene2055,annotation&nbsp;not&nbsp;available,71.1
1218084.BBJK01000014_gene1477,BBJK01000014_gene1477,annotation&nbsp;not&nbsp;available,71.0
1218084.BBJK01000039_gene3658,BBJK01000039_gene3658,annotation&nbsp;not&nbsp;available,71.0
1218084.BBJK01000028_gene2694,BBJK01000028_gene2694,annotation&nbsp;not&nbsp;available,71.0
1218084.BBJK01000003_gene537,BBJK01000003_gene537,annotation&nbsp;not&nbsp;available,71.0
1218084.BBJK01000127_gene7072,BBJK01000127_gene7072,annotation&nbsp;not&nbsp;available,71.0
1218084.BBJK01000021_gene2216,BBJK01000021_gene2216,annotation&nbsp;not&nbsp;available,71.0
1218084.BBJK01000076_gene5281,BBJK01000076_gene5281,annotation&nbsp;not&nbsp;available,71.0
1218084.BBJK01000021_gene2179,dapB,4-hydroxy-tetrahydrodipicolinate&nbsp;reductase,71.0
1218084.BBJK01000103_gene6468,dsbD,Thiol:disulfide&nbsp;interchange&nbsp;protein&nbsp;DsbD,71.0
1218084.BBJK01000013_gene1420,BBJK01000013_gene1420,annotation&nbsp;not&nbsp;available,71.0
1218084.BBJK01000126_gene7064,BBJK01000126_gene7064,annotation&nbsp;not&nbsp;available,71.0
1218084.BBJK01000044_gene3915,BBJK01000044_gene3915,annotation&nbsp;not&nbsp;available,71.0
1218084.BBJK01000006_gene803,BBJK01000006_gene803,Putative&nbsp;glutamate--cysteine&nbsp;ligase&nbsp;2,71.0
1218084.BBJK01000034_gene3211,BBJK01000034_gene3211,annotation&nbsp;not&nbsp;available,70.9
1218084.BBJK01000031_gene2923,BBJK01000031_gene2923,annotation&nbsp;not&nbsp;available,70.9
1218084.BBJK01000154_gene7648,BBJK01000154_gene7648,annotation&nbsp;not&nbsp;available,70.9
1218084.BBJK01000002_gene200,BBJK01000002_gene200,annotation&nbsp;not&nbsp;available,70.9
1218084.BBJK01000034_gene3263,BBJK01000034_gene3263,annotation&nbsp;not&nbsp;available,70.9
1218084.BBJK01000003_gene457,BBJK01000003_gene457,annotation&nbsp;not&nbsp;available,70.9
1218084.BBJK01000035_gene3299,BBJK01000035_gene3299,annotation&nbsp;not&nbsp;available,70.9
1218084.BBJK01000017_gene1826,BBJK01000017_gene1826,annotation&nbsp;not&nbsp;available,70.9
1218084.BBJK01000017_gene1840,BBJK01000017_gene1840,annotation&nbsp;not&nbsp;available,70.9
1218084.BBJK01000087_gene5844,BBJK01000087_gene5844,annotation&nbsp;not&nbsp;available,70.9
1218084.BBJK01000115_gene6777,BBJK01000115_gene6777,annotation&nbsp;not&nbsp;available,70.9
1218084.BBJK01000117_gene6830,BBJK01000117_gene6830,annotation&nbsp;not&nbsp;available,70.8
1218084.BBJK01000056_gene4312,BBJK01000056_gene4312,annotation&nbsp;not&nbsp;available,70.8
1218084.BBJK01000086_gene5807,BBJK01000086_gene5807,annotation&nbsp;not&nbsp;available,70.8
1218084.BBJK01000080_gene5528,BBJK01000080_gene5528,annotation&nbsp;not&nbsp;available,70.8
1218084.BBJK01000070_gene5029,BBJK01000070_gene5029,annotation&nbsp;not&nbsp;available,70.8
1218084.BBJK01000123_gene6992,BBJK01000123_gene6992,annotation&nbsp;not&nbsp;available,70.8
1218084.BBJK01000170_gene7854,BBJK01000170_gene7854,annotation&nbsp;not&nbsp;available,70.8
1218084.BBJK01000038_gene3587,BBJK01000038_gene3587,annotation&nbsp;not&nbsp;available,70.8
1218084.BBJK01000014_gene1489,BBJK01000014_gene1489,annotation&nbsp;not&nbsp;available,70.7
1218084.BBJK01000006_gene797,BBJK01000006_gene797,annotation&nbsp;not&nbsp;available,70.7
1218084.BBJK01000060_gene4621,BBJK01000060_gene4621,annotation&nbsp;not&nbsp;available,70.7
1218084.BBJK01000091_gene6033,BBJK01000091_gene6033,Vitamin&nbsp;B12-dependent&nbsp;ribonucleotide&nbsp;reductase,70.7
1218084.BBJK01000003_gene344,BBJK01000003_gene344,annotation&nbsp;not&nbsp;available,70.7
1218084.BBJK01000016_gene1687,BBJK01000016_gene1687,annotation&nbsp;not&nbsp;available,70.7
1218084.BBJK01000119_gene6868,BBJK01000119_gene6868,annotation&nbsp;not&nbsp;available,70.7
1218084.BBJK01000083_gene5650,dnaJ,Chaperone&nbsp;protein&nbsp;DnaJ,70.7
1218084.BBJK01000028_gene2736,BBJK01000028_gene2736,annotation&nbsp;not&nbsp;available,70.7
1218084.BBJK01000034_gene3280,BBJK01000034_gene3280,annotation&nbsp;not&nbsp;available,70.7
1218084.BBJK01000003_gene397,BBJK01000003_gene397,annotation&nbsp;not&nbsp;available,70.7
1218084.BBJK01000075_gene5209,BBJK01000075_gene5209,annotation&nbsp;not&nbsp;available,70.7
1218084.BBJK01000032_gene3049,ddl,D-alanine--D-alanine&nbsp;ligase,70.6
1218084.BBJK01000081_gene5603,BBJK01000081_gene5603,annotation&nbsp;not&nbsp;available,70.6
1218084.BBJK01000066_gene4939,BBJK01000066_gene4939,annotation&nbsp;not&nbsp;available,70.6
1218084.BBJK01000090_gene5982,BBJK01000090_gene5982,annotation&nbsp;not&nbsp;available,70.6
1218084.BBJK01000016_gene1683,BBJK01000016_gene1683,annotation&nbsp;not&nbsp;available,70.6
1218084.BBJK01000100_gene6287,BBJK01000100_gene6287,annotation&nbsp;not&nbsp;available,70.6
1218084.BBJK01000117_gene6829,BBJK01000117_gene6829,annotation&nbsp;not&nbsp;available,70.6
1218084.BBJK01000125_gene7052,rpoS,annotation&nbsp;not&nbsp;available,70.6
1218084.BBJK01000149_gene7527,BBJK01000149_gene7527,annotation&nbsp;not&nbsp;available,70.6
1218084.BBJK01000174_gene7907,BBJK01000174_gene7907,annotation&nbsp;not&nbsp;available,70.6
1218084.BBJK01000050_gene4083,BBJK01000050_gene4083,Outer&nbsp;membrane&nbsp;protein&nbsp;assembly&nbsp;factor&nbsp;BamA,70.6
1218084.BBJK01000085_gene5717,BBJK01000085_gene5717,annotation&nbsp;not&nbsp;available,70.6
1218084.BBJK01000142_gene7370,BBJK01000142_gene7370,annotation&nbsp;not&nbsp;available,70.6
1218084.BBJK01000019_gene2043,BBJK01000019_gene2043,annotation&nbsp;not&nbsp;available,70.6
1218084.BBJK01000099_gene6234,BBJK01000099_gene6234,annotation&nbsp;not&nbsp;available,70.6
1218084.BBJK01000101_gene6375,BBJK01000101_gene6375,annotation&nbsp;not&nbsp;available,70.5
1218084.BBJK01000004_gene632,BBJK01000004_gene632,annotation&nbsp;not&nbsp;available,70.5
1218084.BBJK01000003_gene473,BBJK01000003_gene473,annotation&nbsp;not&nbsp;available,70.5
1218084.BBJK01000072_gene5069,BBJK01000072_gene5069,annotation&nbsp;not&nbsp;available,70.5
1218084.BBJK01000004_gene555,BBJK01000004_gene555,annotation&nbsp;not&nbsp;available,70.5
